round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,58,legal_contract_qa,0,1961,1.7039,16,0,0,0,0,0,20,1
1,59,meeting_summ,0,1942,3.8673,16,0,0,0,0,0,92,1
1,60,multidoc_qa,0,1935,1.9403,16,0,0,0,0,0,30,1
1,61,narrative_qa,0,1937,1.5552,16,0,0,0,0,0,16,1
1,62,natural_question,0,1934,1.5355,16,0,0,0,0,0,16,1
1,63,paper_assistant,0,1934,4.4858,16,0,0,0,0,0,114,1
2,14,coursera,1,1984,1.2862,1920,1904,30,623902720,0,0,16,1
2,8,quality,1,1952,1.1939,1920,1904,30,623902720,0,0,16,0
2,3,meeting_summ,1,1937,2.308,1920,1904,30,623902720,0,0,55,0
2,48,natural_question,1,1941,1.1674,1920,1904,30,623902720,0,0,16,0
2,18,multidoc_qa,1,1952,1.7416,1920,1904,30,623902720,0,0,33,0
2,26,topic_retrieval_longchat,1,1945,1.1708,1920,1904,30,623902720,0,0,16,0
2,41,tpo,1,1987,1.2769,1920,1904,30,623902720,0,0,16,1
2,63,paper_assistant,1,2032,0.6053,1920,0,0,0,0,0,16,1
2,56,coursera,1,2007,1.1918,1920,1904,30,623902720,0,0,16,1
2,17,meeting_summ,1,1934,1.5062,1920,1904,30,623902720,0,0,39,0
2,0,coursera,1,1974,0.8521,1920,1904,30,623902720,0,0,16,0
2,16,legal_contract_qa,1,1981,2.4344,1920,1904,30,623902720,0,0,67,0
2,55,tpo,1,1989,0.8638,1920,1904,30,623902720,0,0,16,1
2,51,review_summ,1,1948,2.7391,1920,1904,30,623902720,0,0,78,0
2,11,scientific_qa,2,1944,0.8586,1920,1904,30,623902720,0,0,16,0
2,31,meeting_summ,1,1932,2.8332,1920,1904,30,623902720,0,0,83,0
2,27,tpo,1,1990,0.9454,1920,1904,30,623902720,0,0,16,1
2,59,meeting_summ,1,1942,2.0562,1920,1904,30,623902720,0,0,58,0
2,9,review_summ,1,1945,3.1669,1920,1904,30,623902720,0,0,82,0
2,13,tpo,1,2008,1.1797,1920,1904,30,623902720,0,0,16,1
2,50,quality,1,2032,1.236,1920,1904,30,623902720,0,0,16,1
2,7,paper_assistant,1,2032,1.2492,1920,1904,30,623902720,0,0,16,1
2,58,legal_contract_qa,1,1976,2.4905,1920,1904,30,623902720,0,0,60,0
2,21,paper_assistant,1,2032,1.2234,1920,1904,30,623902720,0,0,16,1
2,61,narrative_qa,1,1938,1.0784,1920,1904,30,623902720,0,0,16,0
2,20,natural_question,1,1934,1.1726,1920,1904,30,623902720,0,0,16,0
2,15,financial_qa,1,1983,2.7296,1920,1904,30,623902720,0,0,65,0
2,25,scientific_qa,1,1935,0.7555,1920,1904,30,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.0795,1920,1904,30,623902720,0,0,59,0
2,32,multidoc_qa,1,1942,0.832,1920,1904,30,623902720,0,0,17,0
2,38,sci_fi,1,1964,0.8245,1920,1904,30,623902720,0,0,16,0
2,24,sci_fi,1,1969,0.8933,1920,1904,30,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,0.8507,1920,1904,30,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,1.759,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,1.7814,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,0.7682,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.0977,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.1779,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,2.8675,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.3568,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.1856,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.1116,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.1322,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.6833,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.2261,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.167,1920,1904,30,623902720,0,0,57,0
2,30,legal_contract_qa,1,1976,2.1624,1920,1904,30,623902720,0,0,58,0
2,42,coursera,1,1997,0.8839,1920,1904,30,623902720,0,0,16,1
2,28,coursera,1,2002,0.9957,1920,1904,30,623902720,0,0,16,1
2,44,legal_contract_qa,1,1976,2.1657,1920,1904,30,623902720,0,0,58,0
2,62,natural_question,1,1936,0.8609,1920,1904,30,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.041,1920,1904,30,623902720,0,0,88,0
2,22,quality,1,2032,0.9234,1920,1904,30,623902720,0,0,16,1
2,34,natural_question,1,1937,0.8759,1920,1904,30,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.1803,1920,1904,30,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.1789,1920,1904,30,623902720,0,0,16,0
2,36,quality,1,1997,1.1884,1920,1904,30,623902720,0,0,16,1
2,1,financial_qa,1,1966,3.3399,1920,1904,30,623902720,0,0,82,0
2,52,sci_fi,1,1962,1.2319,1920,1904,30,623902720,0,0,16,0
2,23,review_summ,1,1941,3.9381,1920,1904,30,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.1624,1920,1904,30,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.8624,1920,1904,30,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.5135,1920,1904,30,623902720,0,0,30,0
2,35,paper_assistant,1,2032,0.895,1920,1904,30,623902720,0,0,16,1
