round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,44,legal_contract_qa,0,1964,3.0006,16,0,0,0,0,0,63,1
1,45,meeting_summ,0,1942,3.1962,16,0,0,0,0,0,71,1
1,46,multidoc_qa,0,1935,1.5033,16,0,0,0,0,0,16,1
1,47,narrative_qa,0,1932,1.5337,16,0,0,0,0,0,16,1
1,48,natural_question,0,1941,1.5537,16,0,0,0,0,0,16,1
1,49,paper_assistant,0,1934,4.4832,16,0,0,0,0,0,114,1
1,50,quality,0,2032,1.6476,16,0,0,0,0,0,16,1
1,51,review_summ,0,1942,4.3008,16,0,0,0,0,0,106,1
1,52,sci_fi,0,1956,1.5827,16,0,0,0,0,0,16,1
1,53,scientific_qa,0,1935,1.5389,16,0,0,0,0,0,16,1
1,54,topic_retrieval_longchat,0,1945,1.5512,16,0,0,0,0,0,16,1
1,55,tpo,0,2009,1.6398,16,0,0,0,0,0,16,1
1,56,coursera,0,2011,1.6376,16,0,0,0,0,0,16,1
1,57,financial_qa,0,1971,3.438,16,0,0,0,0,0,77,1
1,58,legal_contract_qa,0,1961,1.6905,16,0,0,0,0,0,20,1
1,59,meeting_summ,0,1942,3.8545,16,0,0,0,0,0,92,1
1,60,multidoc_qa,0,1935,1.9425,16,0,0,0,0,0,30,1
1,61,narrative_qa,0,1937,1.5303,16,0,0,0,0,0,16,1
1,62,natural_question,0,1934,1.5366,16,0,0,0,0,0,16,1
1,63,paper_assistant,0,1934,4.5023,16,0,0,0,0,0,114,1
2,14,coursera,1,1984,1.7726,1920,1904,30,623902720,0,0,16,1
2,8,quality,1,1952,1.6656,1920,1904,30,623902720,0,0,16,0
2,3,meeting_summ,1,1937,2.7277,1920,1904,30,623902720,0,0,55,0
2,48,natural_question,1,1941,1.5465,1920,1904,30,623902720,0,0,16,0
2,18,multidoc_qa,1,1952,2.2696,1920,1904,30,623902720,0,0,33,0
2,26,topic_retrieval_longchat,1,1945,1.4396,1920,1904,30,623902720,0,0,16,0
2,41,tpo,1,1987,1.6232,1920,1904,30,623902720,0,0,16,1
2,63,paper_assistant,1,2032,0.6067,1920,0,0,0,0,0,16,1
2,56,coursera,1,2007,1.6914,1920,1904,30,623902720,0,0,16,1
2,17,meeting_summ,1,1934,1.6657,1920,1904,30,623902720,0,0,39,0
2,0,coursera,1,1974,1.2634,1920,1904,30,623902720,0,0,16,0
2,16,legal_contract_qa,1,1981,2.7594,1920,1904,30,623902720,0,0,67,0
2,55,tpo,1,1989,1.2066,1920,1904,30,623902720,0,0,16,1
2,51,review_summ,1,1948,2.8574,1920,1904,30,623902720,0,0,78,0
2,11,scientific_qa,2,1944,1.2033,1920,1904,30,623902720,0,0,16,0
2,31,meeting_summ,1,1932,3.0967,1920,1904,30,623902720,0,0,83,0
2,27,tpo,1,1990,1.137,1920,1904,30,623902720,0,0,16,1
2,59,meeting_summ,1,1942,2.4297,1920,1904,30,623902720,0,0,58,0
2,9,review_summ,1,1945,3.6019,1920,1904,30,623902720,0,0,82,0
2,13,tpo,1,2008,1.6575,1920,1904,30,623902720,0,0,16,1
2,50,quality,1,2032,1.8452,1920,1904,30,623902720,0,0,16,1
2,7,paper_assistant,1,2032,1.9145,1920,1904,30,623902720,0,0,16,1
2,58,legal_contract_qa,1,1976,2.8832,1920,1904,30,623902720,0,0,60,0
2,21,paper_assistant,1,2032,1.4547,1920,1904,30,623902720,0,0,16,1
2,61,narrative_qa,1,1938,1.852,1920,1904,30,623902720,0,0,16,0
2,20,natural_question,1,1934,1.5351,1920,1904,30,623902720,0,0,16,0
2,15,financial_qa,1,1983,3.067,1920,1904,30,623902720,0,0,65,0
2,25,scientific_qa,1,1935,1.0881,1920,1904,30,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.5043,1920,1904,30,623902720,0,0,59,0
2,32,multidoc_qa,1,1942,1.1226,1920,1904,30,623902720,0,0,17,0
2,38,sci_fi,1,1964,1.5257,1920,1904,30,623902720,0,0,16,0
2,24,sci_fi,1,1969,1.3157,1920,1904,30,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,1.0701,1920,1904,30,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,2.0217,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,2.0827,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,1.076,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.4361,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.7795,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,3.3952,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.575,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.6099,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.5849,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.8039,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,3.1226,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.7416,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.4048,1920,1904,30,623902720,0,0,57,0
2,30,legal_contract_qa,1,1976,2.3525,1920,1904,30,623902720,0,0,58,0
2,42,coursera,1,1997,1.1162,1920,1904,30,623902720,0,0,16,1
2,28,coursera,1,2002,1.3267,1920,1904,30,623902720,0,0,16,1
2,44,legal_contract_qa,1,1976,2.4882,1920,1904,30,623902720,0,0,58,0
2,62,natural_question,1,1936,1.1322,1920,1904,30,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.3722,1920,1904,30,623902720,0,0,88,0
2,22,quality,1,2032,1.3904,1920,1904,30,623902720,0,0,16,1
2,34,natural_question,1,1937,1.2712,1920,1904,30,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.5406,1920,1904,30,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.7964,1920,1904,30,623902720,0,0,16,0
2,36,quality,1,1997,1.5565,1920,1904,30,623902720,0,0,16,1
2,1,financial_qa,1,1966,3.489,1920,1904,30,623902720,0,0,82,0
2,52,sci_fi,1,1962,1.6732,1920,1904,30,623902720,0,0,16,0
2,23,review_summ,1,1941,4.491,1920,1904,30,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.9042,1920,1904,30,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,2.1527,1920,1904,30,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.9458,1920,1904,30,623902720,0,0,30,0
2,35,paper_assistant,1,2032,1.2612,1920,1904,30,623902720,0,0,16,1
