k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
114,58,repeated,2,1.1086,752,12,4,768
115,43,repeated,2,1.5047,880,14,11,896
116,18,far_reuse,1,1.0901,0,0,5,16
117,17,repeated,2,1.0745,0,0,9,16
118,17,repeated,1,0.1125,0,0,2,1920
119,53,far_reuse,1,1.0688,0,0,3,16
120,44,repeated,1,2.0101,752,12,11,768
121,23,repeated,2,1.0193,688,11,8,704
122,20,repeated,2,2.3251,880,14,10,896
123,49,far_reuse,1,1.1654,0,0,7,16
124,13,far_reuse,1,1.1543,0,0,7,16
125,38,far_reuse,1,1.1066,0,0,7,16
126,41,repeated,2,1.8291,752,12,10,768
127,28,far_reuse,1,1.1468,0,0,8,16
