k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
41,8,near_reuse,1,1.0827,0,0,6,16
42,5,repeated,0,1.0581,0,0,0,16
43,25,repeated,0,1.0623,0,0,6,16
44,53,far_reuse,0,1.0602,0,0,0,16
45,27,one_shot,0,1.1112,0,0,6,16
46,14,near_reuse,1,1.1092,0,0,0,16
47,58,repeated,0,1.0967,0,0,6,16
48,31,repeated,2,1.3596,752,12,0,768
49,23,repeated,0,1.0805,0,0,6,16
50,2,near_reuse,1,1.11,0,0,0,16
51,38,far_reuse,0,1.1099,0,0,6,16
52,26,near_reuse,1,2.6716,368,6,0,384
53,20,repeated,0,1.0908,0,0,6,16
54,28,far_reuse,0,1.1214,0,0,0,16
55,41,repeated,0,1.1202,0,0,6,16
56,11,one_shot,0,1.0698,0,0,0,16
57,16,one_shot,0,1.1072,0,0,6,16
58,34,repeated,1,1.0781,368,6,0,384
59,30,repeated,2,1.1184,0,0,6,16
60,10,near_reuse,0,1.1059,0,0,0,16
61,59,near_reuse,0,1.0933,0,0,6,16
62,0,far_reuse,1,1.1192,0,0,0,16
63,13,far_reuse,0,1.1358,0,0,6,16
64,39,far_reuse,1,1.0919,368,6,0,384
65,50,one_shot,0,1.1656,0,0,6,16
66,20,repeated,1,1.07,0,0,0,16
67,49,far_reuse,0,1.0703,0,0,6,16
68,54,near_reuse,0,1.0901,0,0,0,16
69,46,near_reuse,0,1.0709,0,0,6,16
70,5,repeated,1,1.3361,368,6,0,384
71,40,near_reuse,0,1.0797,0,0,6,32
72,25,repeated,1,1.0672,0,0,0,16
73,10,near_reuse,1,1.6212,368,6,6,384
74,17,repeated,0,1.0878,0,0,3,16
75,52,far_reuse,1,1.5968,368,6,3,384
76,59,near_reuse,1,1.0889,0,0,6,16
77,18,far_reuse,0,1.0674,0,0,0,16
78,62,far_reuse,1,3.2743,368,6,6,384
79,7,far_reuse,0,1.0699,0,0,4,16
80,41,repeated,1,1.1348,0,0,2,16
81,51,near_reuse,0,1.0934,0,0,4,16
82,34,repeated,2,1.6433,752,12,2,768
83,22,repeated,2,1.919,752,12,6,768
84,33,far_reuse,1,1.5769,368,6,2,384
85,36,near_reuse,0,1.1488,0,0,6,16
86,9,repeated,1,2.503,368,6,0,384
87,54,near_reuse,1,1.2798,368,6,6,384
88,12,one_shot,0,1.0829,0,0,3,32
89,46,near_reuse,1,1.0932,0,0,3,16
90,56,one_shot,0,1.1508,0,0,3,16
91,40,near_reuse,1,1.0842,0,0,3,32
92,57,one_shot,0,1.1208,0,0,3,16
93,9,repeated,2,0.0695,0,0,2,1920
94,1,far_reuse,0,1.104,0,0,4,16
95,58,repeated,1,1.1182,0,0,0,16
96,44,repeated,0,1.1067,0,0,6,16
97,32,far_reuse,0,1.0898,0,0,0,16
98,51,near_reuse,1,1.2276,112,2,6,128
99,47,near_reuse,0,1.0697,0,0,1,16
100,23,repeated,1,1.0911,0,0,5,16
101,63,repeated,2,2.2609,432,7,1,448
102,36,near_reuse,1,1.1334,0,0,6,16
103,61,one_shot,0,1.0922,0,0,0,16
104,32,far_reuse,1,0.0667,0,0,2,1920
105,24,far_reuse,1,1.1184,0,0,4,16
106,44,repeated,2,0.0801,0,0,1,1936
107,35,far_reuse,1,1.9807,368,6,5,384
108,1,far_reuse,1,1.1008,0,0,3,16
109,25,repeated,2,1.4269,368,6,3,384
110,5,repeated,2,1.2091,752,12,5,768
111,55,repeated,2,1.1308,0,0,3,16
112,7,far_reuse,1,1.3245,112,2,3,128
113,47,near_reuse,1,1.4121,304,5,5,320
114,58,repeated,2,1.4928,368,6,4,384
115,43,repeated,2,1.1003,0,0,5,16
116,18,far_reuse,1,1.8648,368,6,1,384
117,17,repeated,2,3.2174,176,3,6,192
118,17,repeated,1,0.1136,0,0,2,1920
119,53,far_reuse,1,1.138,368,6,0,384
120,44,repeated,1,2.5719,304,5,6,320
121,23,repeated,2,1.0867,0,0,3,16
122,20,repeated,2,3.8349,368,6,3,384
123,49,far_reuse,1,1.1648,0,0,6,16
124,13,far_reuse,1,1.1482,0,0,0,16
125,38,far_reuse,1,1.1061,0,0,6,16
126,41,repeated,2,1.9518,240,4,0,256
127,28,far_reuse,1,1.3076,368,6,6,384
