tag,runner,design,block,i,chat_id,turn,prompt_tokens,ttft_s,cpu_s,matched_tokens,cached_tokens,ssd_read_ios,ssd_read_bytes,store_ios,store_bytes
v2-D-b64,v2,D,64,60,60,1,1152,0.425,0.3771,0,0,0,0,6,125829120
v2-D-b64,v2,D,64,61,61,1,624,0.6924,0.6786,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,62,62,1,2032,1.6171,17.6165,0,112,0,0,25,524288000
v2-D-b64,v2,D,64,63,63,1,2032,1.9884,17.5054,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,64,64,1,2032,1.1482,14.9371,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,65,65,1,2032,1.544,17.9076,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,66,66,1,2032,2.0389,18.0992,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,67,67,1,1488,0.6616,7.1471,0,32,0,0,30,629145600
v2-D-b64,v2,D,64,68,68,1,2032,0.8635,1.3383,1696,1984,27,555745280,7,146800640
v2-D-b64,v2,D,64,69,69,1,2032,1.1471,17.8319,0,80,0,0,16,335544320
v2-D-b64,v2,D,64,70,70,1,2032,1.1497,6.5536,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,71,71,1,2032,2.0225,17.8098,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,72,72,1,2032,1.5451,16.9805,576,576,9,188743680,30,629145600
v2-D-b64,v2,D,64,73,73,1,2032,1.4134,18.245,112,128,2,36700160,22,461373440
v2-D-b64,v2,D,64,74,74,1,2032,1.0161,6.9285,0,592,0,0,29,608174080
v2-D-b64,v2,D,64,75,75,1,48,0.0266,0.0351,0,16,0,0,0,0
v2-D-b64,v2,D,64,76,76,1,48,0.0361,0.0509,0,16,0,0,0,0
v2-D-b64,v2,D,64,77,77,1,1920,1.0265,8.5327,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,78,78,1,2032,1.1507,6.4431,0,16,0,0,29,608174080
v2-D-b64,v2,D,64,79,79,1,1088,1.2754,6.0932,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,80,80,1,2032,0.7964,1.1929,640,1984,10,209715200,0,0
v2-D-b64,v2,D,64,81,81,1,64,0.0377,0.0391,0,0,0,0,1,20971520
v2-D-b64,v2,D,64,82,82,1,2032,1.2206,16.8283,448,448,7,146800640,16,335544320
v2-D-b64,v2,D,64,83,83,1,2032,1.1309,9.2991,0,112,0,0,24,503316480
v2-D-b64,v2,D,64,84,84,1,2032,1.1487,6.4131,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,85,85,1,560,1.0112,0.9419,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,86,86,1,2032,1.0161,14.7883,0,592,0,0,16,335544320
v2-D-b64,v2,D,64,87,87,1,48,0.0246,0.0275,0,16,0,0,0,0
v2-D-b64,v2,D,64,88,88,1,2032,1.148,10.6387,0,16,0,0,22,461373440
v2-D-b64,v2,D,64,89,89,1,2032,2.0207,17.8015,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,90,90,1,2032,1.0151,4.6213,0,592,0,0,29,608174080
v2-D-b64,v2,D,64,91,91,1,1600,1.2541,8.0099,288,768,5,94371840,19,398458880
v2-D-b64,v2,D,64,92,92,1,2032,1.1289,14.2414,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,93,93,1,1104,1.2355,6.1166,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,94,94,2,2032,0.7112,1.0147,256,1984,4,83886080,0,0
v2-D-b64,v2,D,64,95,95,1,2032,0.5885,0.9582,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,96,96,1,2032,1.1313,17.5755,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,97,97,1,2032,0.0639,0.094,0,2016,0,0,0,0
v2-D-b64,v2,D,64,98,98,1,1152,1.2191,6.5364,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,99,99,1,1696,1.2995,12.7476,0,112,0,0,17,356515840
v2-D-b64,v2,D,64,100,100,1,1808,0.9185,5.7176,0,16,0,0,25,524288000
v2-D-b64,v2,D,64,101,101,3,2032,0.0643,0.0767,0,2016,0,0,0,0
v2-D-b64,v2,D,64,102,102,1,528,0.8494,0.9809,0,112,0,0,19,398458880
v2-D-b64,v2,D,64,103,103,1,2032,1.1475,16.9636,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,104,104,2,1184,1.2558,1.6502,784,896,13,256901120,19,398458880
v2-D-b64,v2,D,64,105,105,1,2032,1.1339,17.4327,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,106,106,1,2032,1.1504,7.0298,0,0,0,0,30,629145600
v2-D-b64,v2,D,64,107,107,1,2032,1.2851,1.9305,1696,1984,27,555745280,15,314572800
v2-D-b64,v2,D,64,108,108,1,2032,1.1515,17.8946,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,109,109,1,2032,2.0037,17.8566,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,110,110,1,2032,1.1484,6.1818,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,111,111,1,944,1.2121,4.2299,0,16,0,0,29,608174080
v2-D-b64,v2,D,64,112,112,1,2032,1.5373,17.8266,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,113,113,2,2032,1.3861,1.2977,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,114,114,1,1680,0.8095,12.3634,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,115,115,1,2032,1.1481,8.7408,0,16,0,0,25,524288000
v2-D-b64,v2,D,64,116,116,1,2032,2.0415,18.1761,0,80,0,0,31,650117120
v2-D-b64,v2,D,64,117,117,1,624,0.1758,0.0889,0,16,0,0,0,0
v2-D-b64,v2,D,64,118,118,1,2032,2.0757,18.1967,0,112,0,0,39,817889280
v2-D-b64,v2,D,64,119,119,1,2032,1.9941,18.0414,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,120,120,1,2032,1.1439,7.5145,0,112,0,0,29,608174080
v2-D-b64,v2,D,64,121,121,1,768,1.0999,2.6504,0,112,0,0,25,524288000
v2-D-b64,v2,D,64,122,122,1,1968,1.3729,16.5664,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,123,123,1,2032,2.1383,17.7663,576,576,9,188743680,29,608174080
v2-D-b64,v2,D,64,124,124,1,2032,1.1383,10.152,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,125,125,1,2032,1.45,17.8936,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,126,126,1,2032,1.494,2.1582,1984,1984,31,650117120,13,272629760
v2-D-b64,v2,D,64,127,127,1,2032,1.1585,17.9917,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,128,128,1,48,0.9316,0.7238,0,16,0,0,15,314572800
v2-D-b64,v2,D,64,129,129,1,2032,1.1581,18.042,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,130,130,1,80,0.2997,0.4242,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,131,131,1,2032,1.1251,16.3797,224,512,4,73400320,16,335544320
v2-D-b64,v2,D,64,132,132,1,944,0.3221,0.2236,0,16,0,0,8,167772160
v2-D-b64,v2,D,64,133,133,1,2032,1.8869,18.2673,0,32,0,0,29,608174080
v2-D-b64,v2,D,64,134,134,1,2032,2.0386,17.8203,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,135,135,1,2032,1.1595,6.4419,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,136,136,1,608,1.0245,1.34,0,112,0,0,23,482344960
v2-D-b64,v2,D,64,137,137,1,416,0.0941,0.4543,0,16,0,0,6,125829120
v2-D-b64,v2,D,64,138,138,1,48,0.3399,0.1714,0,16,0,0,0,0
v2-D-b64,v2,D,64,139,139,1,2032,1.1556,18.0121,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,140,140,1,2032,1.1589,6.1124,0,0,0,0,31,650117120
v2-D-b64,v2,D,64,141,141,1,2032,1.1414,5.8256,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,142,142,1,1584,0.7452,0.8673,0,16,0,0,24,503316480
v2-D-b64,v2,D,64,143,143,1,768,1.0792,2.7116,0,112,0,0,25,524288000
v2-D-b64,v2,D,64,144,144,1,1840,1.2552,14.4187,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,145,145,1,2032,1.8823,17.9734,0,112,0,0,27,566231040
v2-D-b64,v2,D,64,146,146,1,1872,1.8175,15.391,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,147,147,1,2032,1.9488,18.1566,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,148,148,1,64,0.0289,0.0375,0,16,0,0,0,0
v2-D-b64,v2,D,64,149,149,1,48,0.8865,0.6892,0,16,0,0,14,293601280
v2-D-b64,v2,D,64,150,150,1,2032,1.1388,17.7421,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,151,151,1,400,0.0884,0.0864,0,16,0,0,0,0
v2-D-b64,v2,D,64,152,152,1,2032,2.0753,18.6669,0,16,0,0,36,754974720
v2-D-b64,v2,D,64,153,153,1,784,1.1269,2.6647,0,112,0,0,26,545259520
v2-D-b64,v2,D,64,154,154,1,2032,1.4415,17.6894,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,155,155,1,2032,2.0134,17.8503,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,156,156,1,2032,1.1568,15.3803,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,157,157,1,2032,1.5325,2.3811,1984,1984,31,650117120,15,314572800
v2-D-b64,v2,D,64,158,158,1,2032,0.0627,0.0414,0,2016,0,0,0,0
v2-D-b64,v2,D,64,159,159,1,688,0.2108,1.7871,0,16,0,0,10,209715200
v2-D-b64,v2,D,64,160,160,1,2032,1.4448,17.6356,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,161,161,1,2032,0.0575,0.0422,0,2016,0,0,0,0
v2-D-b64,v2,D,64,162,162,1,2032,1.1418,7.295,0,112,0,0,29,608174080
v2-D-b64,v2,D,64,163,163,1,2032,1.381,2.0332,1696,1984,27,555745280,14,293601280
v2-D-b64,v2,D,64,164,164,1,2032,1.1394,17.704,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,165,165,1,2032,2.0013,18.0114,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,166,166,1,400,0.3307,0.6134,0,112,0,0,19,398458880
v2-D-b64,v2,D,64,167,167,1,16,0.0328,0.0485,0,0,0,0,0,0
v2-D-b64,v2,D,64,168,168,1,2032,1.1402,17.6963,0,128,0,0,16,335544320
v2-D-b64,v2,D,64,169,169,1,240,0.0415,0.0468,0,112,0,0,0,0
v2-D-b64,v2,D,64,170,170,1,2032,1.9836,18.0044,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,171,171,1,2032,1.4276,2.1899,1440,1984,23,471859200,14,293601280
v2-D-b64,v2,D,64,172,172,1,256,0.0501,0.0788,0,112,0,0,3,62914560
v2-D-b64,v2,D,64,173,173,1,2032,1.2041,17.5165,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,174,174,1,1344,1.4175,9.0565,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,175,175,1,512,0.6743,0.8019,0,112,0,0,11,230686720
v2-D-b64,v2,D,64,176,176,1,864,0.4441,2.856,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,177,177,1,2032,1.4634,17.5205,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,178,178,1,2032,2.1063,19.2632,112,128,2,36700160,30,629145600
v2-D-b64,v2,D,64,179,179,1,2032,1.138,15.2648,0,112,0,0,29,608174080
v2-D-b64,v2,D,64,180,180,4,2032,1.0388,1.7465,1984,1984,31,650117120,14,293601280
v2-D-b64,v2,D,64,181,181,1,2032,0.4856,0.7364,1696,1984,27,555745280,0,0
v2-D-b64,v2,D,64,182,182,3,2032,0.5083,0.7784,1872,1984,30,613416960,0,0
v2-D-b64,v2,D,64,183,183,1,2032,1.1648,18.0725,0,160,0,0,16,335544320
v2-D-b64,v2,D,64,184,184,1,2032,1.1444,6.7911,0,112,0,0,29,608174080
v2-D-b64,v2,D,64,185,185,1,2032,1.3846,2.0583,1696,1984,27,555745280,14,293601280
v2-D-b64,v2,D,64,186,186,1,2032,1.1418,17.7283,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,187,187,1,2032,0.0577,0.069,0,2016,0,0,0,0
v2-D-b64,v2,D,64,188,188,1,2032,1.3256,17.7173,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,189,189,1,2032,1.1579,15.1931,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,190,190,1,2032,1.4498,2.1886,1440,1984,23,471859200,15,314572800
v2-D-b64,v2,D,64,191,191,1,2032,0.0597,0.034,0,2016,0,0,0,0
v2-D-b64,v2,D,64,192,192,1,2032,1.1447,17.6995,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,193,193,1,48,0.0439,0.0633,0,16,0,0,0,0
v2-D-b64,v2,D,64,194,194,1,2032,1.162,7.7381,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,195,195,1,2032,1.1603,6.6644,0,0,0,0,31,650117120
v2-D-b64,v2,D,64,196,196,1,2032,1.1398,5.546,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,197,197,1,2032,1.1587,6.7465,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,198,198,1,2032,2.053,18.1075,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,199,199,1,2032,2.1843,17.671,576,576,9,188743680,30,629145600
v2-D-b64,v2,D,64,200,200,5,2032,0.8754,1.5157,1984,1984,31,650117120,6,125829120
v2-D-b64,v2,D,64,201,201,1,2032,1.158,17.9585,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,202,202,1,2032,1.89,18.1202,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,203,203,1,2032,1.158,6.6515,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,204,204,1,2032,2.0591,18.0401,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,205,205,1,2032,1.5576,2.3575,1984,1984,31,650117120,14,293601280
v2-D-b64,v2,D,64,206,206,1,2032,0.5363,0.842,1968,1984,31,644874240,0,0
v2-D-b64,v2,D,64,207,207,1,2032,1.1513,17.8575,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,208,208,1,1648,0.801,9.6968,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,209,209,1,2032,1.8812,18.1853,0,16,0,0,25,524288000
v2-D-b64,v2,D,64,210,210,1,2032,2.061,18.2864,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,211,211,1,2032,1.4207,18.0905,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,212,212,1,2032,0.95,1.7052,1696,1984,27,555745280,15,314572800
v2-D-b64,v2,D,64,213,213,1,208,0.0482,0.0754,0,16,0,0,3,62914560
v2-D-b64,v2,D,64,214,214,6,2032,0.715,1.1516,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,215,215,1,1040,0.3386,0.5464,944,960,15,309329920,1,20971520
v2-D-b64,v2,D,64,216,216,1,1936,1.1747,16.895,112,128,2,36700160,16,335544320
v2-D-b64,v2,D,64,217,217,1,2032,1.1424,6.6486,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,218,218,1,2032,2.1414,18.5393,384,384,6,125829120,30,629145600
v2-D-b64,v2,D,64,219,219,1,800,0.254,1.2752,0,16,0,0,21,440401920
v2-D-b64,v2,D,64,220,220,2,2032,0.7547,1.1703,1872,1984,30,613416960,0,0
v2-D-b64,v2,D,64,221,221,1,2032,0.0629,0.0418,0,2016,0,0,0,0
v2-D-b64,v2,D,64,222,222,1,2032,1.139,17.6812,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,223,223,1,592,1.0,1.3269,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,224,224,1,1568,0.7334,10.0772,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,225,225,1,2032,1.8598,18.1371,0,16,0,0,24,503316480
v2-D-b64,v2,D,64,226,226,4,2032,1.4379,1.4773,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,227,227,1,2032,0.5084,0.7889,1696,1984,27,555745280,0,0
v2-D-b64,v2,D,64,228,228,1,2032,1.0958,16.9741,0,400,0,0,16,335544320
v2-D-b64,v2,D,64,229,229,1,608,0.1691,0.1034,0,16,0,0,0,0
v2-D-b64,v2,D,64,230,230,1,2032,1.1042,6.8881,0,336,0,0,34,713031680
v2-D-b64,v2,D,64,231,231,1,144,0.0356,0.0396,0,16,0,0,0,0
v2-D-b64,v2,D,64,232,232,1,2032,1.9499,18.2702,0,16,0,0,28,587202560
v2-D-b64,v2,D,64,233,233,1,2032,2.0365,18.0264,0,112,0,0,31,650117120
v2-D-b64,v2,D,64,234,234,1,2032,1.0466,1.777,1696,1984,27,555745280,14,293601280
v2-D-b64,v2,D,64,235,235,1,2032,1.1586,18.0132,0,0,0,0,16,335544320
v2-D-b64,v2,D,64,236,236,1,2032,0.0604,0.0895,0,2016,0,0,3,62914560
v2-D-b64,v2,D,64,237,237,1,80,0.0676,0.1802,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,238,238,1,1088,0.5775,5.2646,0,112,0,0,27,566231040
v2-D-b64,v2,D,64,239,239,1,608,0.149,0.2169,0,112,0,0,1,20971520
v2-D-b64,v2,D,64,240,240,1,2032,1.6747,17.7963,0,112,0,0,23,482344960
v2-D-b64,v2,D,64,241,241,1,2032,2.2034,17.8462,576,576,9,188743680,29,608174080
v2-D-b64,v2,D,64,242,242,2,2032,0.8576,1.4951,1872,1984,30,613416960,6,125829120
v2-D-b64,v2,D,64,243,243,1,2032,1.1595,17.9788,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,244,244,2,2032,0.8689,1.3893,1872,1984,30,613416960,15,314572800
v2-D-b64,v2,D,64,245,245,1,2032,1.1577,17.9847,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,246,246,1,960,1.1399,4.0734,0,112,0,0,28,587202560
v2-D-b64,v2,D,64,247,247,1,2032,0.0587,0.0514,0,2016,0,0,0,0
v2-D-b64,v2,D,64,248,248,1,160,0.0453,0.0751,0,16,0,0,2,41943040
v2-D-b64,v2,D,64,249,249,1,1728,1.1207,4.8111,1136,1152,18,372244480,9,188743680
v2-D-b64,v2,D,64,250,250,1,1536,0.694,9.0136,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,251,251,1,2032,1.2035,1.76,1696,1984,27,555745280,7,146800640
v2-D-b64,v2,D,64,252,252,1,2032,1.1391,17.6552,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,253,253,1,1152,1.2756,6.3759,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,254,254,1,80,0.0305,0.0346,0,16,0,0,0,0
v2-D-b64,v2,D,64,255,255,1,2032,0.0616,0.0633,0,2016,0,0,0,0
v2-D-b64,v2,D,64,256,256,2,2032,1.1099,1.4333,1808,1920,29,592445440,3,62914560
v2-D-b64,v2,D,64,257,257,1,832,0.2586,2.7016,0,112,0,0,12,251658240
v2-D-b64,v2,D,64,258,258,1,2032,1.4684,17.5658,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,259,259,1,2032,1.1558,4.3864,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,260,260,1,2032,2.3346,18.0044,576,576,9,188743680,31,650117120
v2-D-b64,v2,D,64,261,261,1,2032,1.5241,6.5719,1408,1408,22,461373440,15,314572800
v2-D-b64,v2,D,64,262,262,1,80,0.0301,0.0435,0,0,0,0,1,20971520
v2-D-b64,v2,D,64,263,263,1,2032,0.978,1.5394,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,264,264,1,2032,1.2548,15.9811,640,640,10,209715200,16,335544320
v2-D-b64,v2,D,64,265,265,1,2032,1.0223,14.139,0,592,0,0,21,440401920
v2-D-b64,v2,D,64,266,266,1,2032,1.1388,14.9217,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,267,267,2,2032,1.6235,2.6034,1872,1984,30,613416960,13,272629760
v2-D-b64,v2,D,64,268,268,1,2032,0.631,1.0107,1984,1984,31,650117120,0,0
v2-D-b64,v2,D,64,269,269,1,96,0.0391,0.0405,0,16,0,0,1,20971520
v2-D-b64,v2,D,64,270,270,1,2032,1.1572,17.7857,0,112,0,0,16,335544320
v2-D-b64,v2,D,64,271,271,1,2032,1.5428,1.6804,1872,1984,30,613416960,14,293601280
v2-D-b64,v2,D,64,272,272,1,2032,1.0243,15.7961,0,592,0,0,16,335544320
v2-D-b64,v2,D,64,273,273,1,2032,1.4125,17.8322,240,256,4,78643200,22,461373440
v2-D-b64,v2,D,64,274,274,1,2032,1.1375,6.0434,0,112,0,0,27,566231040
v2-D-b64,v2,D,64,275,275,1,2032,0.0582,0.0421,0,2016,0,0,0,0
v2-D-b64,v2,D,64,276,276,1,2032,2.0003,18.1163,0,112,0,0,30,629145600
v2-D-b64,v2,D,64,277,277,1,2032,1.1563,6.1204,0,16,0,0,30,629145600
v2-D-b64,v2,D,64,278,278,2,2032,1.7619,3.0068,1504,1664,24,492830720,20,419430400
v2-D-b64,v2,D,64,279,279,1,2032,1.1546,17.6501,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,280,280,1,2032,2.167,18.3927,0,16,0,0,31,650117120
v2-D-b64,v2,D,64,281,281,1,608,1.1711,1.3994,0,112,0,0,22,461373440
v2-D-b64,v2,D,64,282,282,1,2032,1.1602,16.7781,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,283,283,2,2032,1.1412,1.956,1984,1984,31,650117120,15,314572800
v2-D-b64,v2,D,64,284,284,1,2032,0.063,0.0414,0,2016,0,0,0,0
v2-D-b64,v2,D,64,285,285,1,2032,1.1555,17.9429,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,286,286,1,112,0.9439,0.7955,0,16,0,0,16,335544320
v2-D-b64,v2,D,64,287,287,1,2032,1.1539,17.6907,0,112,0,0,16,335544320
