round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
2,6,natural_question,1,1936,1.0939,1920,1904,119,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.0654,1920,1904,119,623902720,0,0,16,0
2,10,sci_fi,1,1966,0.9275,1920,1904,119,623902720,0,0,16,0
2,37,review_summ,1,1945,2.7707,1920,1904,119,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.2575,1920,1904,119,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.0565,1920,1888,118,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.0681,1920,1888,118,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.1056,1920,1904,119,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.5796,1920,1904,119,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.1785,1920,1904,119,623902720,0,0,16,0
2,29,financial_qa,1,1963,2.3129,1936,1920,120,629145600,0,0,57,0
2,30,legal_contract_qa,1,1976,2.3833,1936,1920,120,629145600,0,0,58,0
2,42,coursera,1,1997,1.1392,1920,1904,119,623902720,0,0,16,0
2,28,coursera,1,2002,1.1526,1920,1904,119,623902720,0,0,16,0
2,44,legal_contract_qa,1,1976,2.3796,1936,1920,120,629145600,0,0,58,0
2,62,natural_question,1,1936,1.0592,1920,1904,119,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.2792,1936,1920,120,629145600,0,0,88,0
2,22,quality,1,2032,1.1651,1920,1904,119,623902720,0,0,16,0
2,34,natural_question,1,1937,1.0624,1920,1904,119,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.0463,1920,1904,119,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.0639,1920,1904,119,623902720,0,0,16,0
2,36,quality,1,1997,1.1404,1920,1904,119,623902720,0,0,16,0
2,1,financial_qa,1,1966,3.1073,1936,1920,120,629145600,0,0,82,0
2,52,sci_fi,1,1962,1.0941,1920,1904,119,623902720,0,0,16,0
2,23,review_summ,1,1941,3.8188,1920,1904,119,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.0653,1920,1904,119,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.7894,1920,1904,119,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.4799,1920,1904,119,623902720,0,0,30,0
2,35,paper_assistant,1,2032,1.1648,1920,1904,119,623902720,0,0,16,0
