round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,48,natural_question,0,1941,1.5454,16,0,0,0,0,0,16,0
1,49,paper_assistant,0,1934,4.4947,16,0,0,0,0,0,114,0
1,50,quality,0,2032,3.0944,16,0,0,0,0,0,16,0
1,51,review_summ,0,1942,4.2857,16,0,0,0,0,0,106,0
1,52,sci_fi,0,1956,15.4356,16,0,0,0,0,0,16,0
1,53,scientific_qa,0,1935,1.5108,16,0,0,0,0,0,16,0
1,54,topic_retrieval_longchat,0,1945,2.2284,32,16,1,5242880,0,0,16,0
1,55,tpo,0,2009,1.6158,16,0,0,0,0,0,16,0
1,56,coursera,0,2011,3.1532,16,0,0,0,0,0,16,0
1,57,financial_qa,0,1971,3.4345,16,0,0,0,0,0,77,0
1,58,legal_contract_qa,0,1961,6.8452,16,0,0,0,0,0,20,0
1,59,meeting_summ,0,1942,8.1665,16,0,0,0,0,0,92,0
1,60,multidoc_qa,0,1935,1.9367,16,0,0,0,0,0,30,0
1,61,narrative_qa,0,1937,1.5321,16,0,0,0,0,0,16,0
1,62,natural_question,0,1934,1.5288,16,0,0,0,0,0,16,0
1,63,paper_assistant,0,1934,4.481,16,0,0,0,0,0,114,0
2,14,coursera,1,1984,4.9867,1920,1904,119,623902720,0,0,16,0
2,8,quality,1,1952,3.1657,1920,1904,119,623902720,0,0,16,0
2,3,meeting_summ,1,1937,2.2568,1920,1904,119,623902720,0,0,55,0
2,48,natural_question,1,1941,1.0706,1920,1904,119,623902720,0,0,16,0
2,18,multidoc_qa,1,1952,1.5978,1920,1904,119,623902720,0,0,33,0
2,26,topic_retrieval_longchat,1,1945,1.0908,1920,1904,119,623902720,0,0,16,0
2,41,tpo,1,1987,1.1342,1920,1904,119,623902720,0,0,16,0
2,63,paper_assistant,1,2032,0.6239,1920,0,0,0,0,0,16,0
2,56,coursera,1,2007,1.1231,1920,1904,119,623902720,0,0,16,0
2,17,meeting_summ,1,1934,1.7404,1920,1904,119,623902720,0,0,39,0
2,0,coursera,1,1974,1.1397,1920,1904,119,623902720,0,0,16,0
2,16,legal_contract_qa,1,1981,2.6601,1936,1920,120,629145600,0,0,67,0
2,55,tpo,1,1989,1.1295,1920,1904,119,623902720,0,0,16,0
2,51,review_summ,1,1948,2.9482,1920,1904,119,623902720,0,0,78,0
2,11,scientific_qa,2,1944,1.0671,1920,1904,119,623902720,0,0,16,0
2,31,meeting_summ,1,1932,3.0804,1920,1904,119,623902720,0,0,83,0
2,27,tpo,1,1990,1.1359,1920,1904,119,623902720,0,0,16,0
2,59,meeting_summ,1,1942,2.325,1920,1904,119,623902720,0,0,58,0
2,9,review_summ,1,1945,3.0863,1920,1904,119,623902720,0,0,82,0
2,13,tpo,1,2008,1.139,1920,1904,119,623902720,0,0,16,0
2,50,quality,1,2032,1.1658,1920,1904,119,623902720,0,0,16,0
2,7,paper_assistant,1,2032,0.9982,1920,1904,119,623902720,0,0,16,0
2,58,legal_contract_qa,1,1976,2.4253,1936,1920,120,629145600,0,0,60,0
2,21,paper_assistant,1,2032,1.1848,1920,1904,119,623902720,0,0,16,0
2,61,narrative_qa,1,1938,1.0571,1920,1904,119,623902720,0,0,16,0
2,20,natural_question,1,1934,1.0705,1920,1904,119,623902720,0,0,16,0
2,15,financial_qa,1,1983,2.5911,1936,1920,120,629145600,0,0,65,0
2,25,scientific_qa,1,1935,1.0566,1920,1904,119,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.3858,1936,1920,120,629145600,0,0,59,0
2,32,multidoc_qa,1,1942,1.0953,1920,1904,119,623902720,0,0,17,0
2,38,sci_fi,1,1964,1.0914,1920,1904,119,623902720,0,0,16,0
2,24,sci_fi,1,1969,1.1133,1920,1904,119,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,1.0835,1920,1904,119,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,1.9982,1936,1920,120,629145600,0,0,45,0
2,4,multidoc_qa,1,1953,2.1138,1920,1904,119,623902720,0,0,49,0
2,6,natural_question,1,1936,1.0777,1920,1904,119,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.0728,1920,1904,119,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.1003,1920,1904,119,623902720,0,0,16,0
2,37,review_summ,1,1945,2.7763,1920,1904,119,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.2498,1920,1904,119,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.0711,1920,1888,118,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.0758,1920,1888,118,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.0929,1920,1904,119,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.5832,1920,1904,119,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.1513,1920,1904,119,623902720,0,0,16,0
2,29,financial_qa,1,1963,2.3124,1936,1920,120,629145600,0,0,57,0
2,30,legal_contract_qa,1,1976,2.3805,1936,1920,120,629145600,0,0,58,0
2,42,coursera,1,1997,1.1583,1920,1904,119,623902720,0,0,16,0
2,28,coursera,1,2002,1.1544,1920,1904,119,623902720,0,0,16,0
2,44,legal_contract_qa,1,1976,2.3597,1936,1920,120,629145600,0,0,58,0
2,62,natural_question,1,1936,1.0495,1920,1904,119,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.2698,1936,1920,120,629145600,0,0,88,0
2,22,quality,1,2032,1.1665,1920,1904,119,623902720,0,0,16,0
2,34,natural_question,1,1937,1.0682,1920,1904,119,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.0385,1920,1904,119,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.0806,1920,1904,119,623902720,0,0,16,0
2,36,quality,1,1997,1.1329,1920,1904,119,623902720,0,0,16,0
2,1,financial_qa,1,1966,3.1048,1936,1920,120,629145600,0,0,82,0
2,52,sci_fi,1,1962,1.094,1920,1904,119,623902720,0,0,16,0
2,23,review_summ,1,1941,3.8673,1920,1904,119,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.0328,1920,1904,119,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.7877,1920,1904,119,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.4721,1920,1904,119,623902720,0,0,30,0
2,35,paper_assistant,1,2032,1.1725,1920,1904,119,623902720,0,0,16,0
