rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r96,2,40,topic_retrieval_longchat,1,1945,298.312,0.8196,1.2796,16,1920,0
r97,2,2,legal_contract_qa,1,1976,306.666,0.765,2.1037,45,1920,0
r99,2,6,natural_question,1,1936,315.036,0.6866,1.4944,16,1920,0
r100,2,33,narrative_qa,1,1941,315.724,0.5011,1.2694,16,1920,0
r98,2,4,multidoc_qa,1,1953,314.269,0.7212,2.9054,49,1920,0
r101,2,10,sci_fi,1,1966,318.449,0.7905,1.2493,16,1920,0
r103,2,46,multidoc_qa,1,1940,320.545,0.4463,1.5119,22,1920,0
r104,2,12,topic_retrieval_longchat,1,1945,321.266,0.5476,1.2976,16,1920,0
r102,2,37,review_summ,1,1945,319.783,0.9179,3.7508,72,1920,0
r105,2,54,topic_retrieval_longchat,1,1945,325.154,0.5019,0.9547,16,1920,0
r106,2,19,narrative_qa,1,1939,336.054,0.4758,0.9266,16,1920,0
r108,2,49,paper_assistant,1,2032,337.399,0.7833,1.4933,16,1920,1
r107,2,45,meeting_summ,1,1934,336.983,0.3869,3.2909,67,1920,1
r109,2,29,financial_qa,1,1963,338.607,0.5574,2.6382,57,1920,1
r111,2,42,coursera,1,1997,345.034,1.0718,1.9661,16,1920,2
r112,2,28,coursera,1,2002,345.446,1.1215,1.9292,16,1920,2
r110,2,30,legal_contract_qa,1,1976,344.801,0.7066,3.2773,58,1920,2
r114,2,62,natural_question,1,1936,349.342,0.829,1.5698,16,1920,0
r116,2,22,quality,1,2032,350.211,0.8593,1.7976,16,1920,1
r113,2,44,legal_contract_qa,1,1976,348.7,0.5147,3.5934,58,1920,1
r117,2,34,natural_question,1,1937,351.948,0.7791,1.5448,16,1920,1
r118,2,53,scientific_qa,1,1935,352.11,1.196,2.1039,16,1920,1
r119,2,5,narrative_qa,1,1937,353.195,0.5239,1.3472,16,1920,1
r115,2,57,financial_qa,1,1960,349.804,1.0478,5.2615,88,1920,1
r120,2,36,quality,1,1997,356.802,0.7314,1.374,16,1920,1
r122,2,52,sci_fi,1,1962,357.082,1.2144,1.9044,16,1920,1
r121,2,1,financial_qa,1,1966,356.975,1.1097,4.236,82,1920,1
r123,2,23,review_summ,1,1941,360.202,0.681,4.1251,107,1920,1
r124,2,47,narrative_qa,1,1940,363.688,0.667,1.1127,16,1920,1
r125,2,60,multidoc_qa,1,1934,364.986,0.3657,1.5698,41,1920,0
r127,2,35,paper_assistant,1,2032,366.399,1.0732,1.7788,16,1920,1
r126,2,39,scientific_qa,1,1934,366.311,0.7724,2.1054,30,1920,1
