round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
1,37,review_summ,0,1943,4.2563,16,0,0,0,0,0,105,0
1,38,sci_fi,0,1954,4.6996,16,0,0,0,0,0,16,0
1,39,scientific_qa,0,1931,2.0904,16,0,0,0,0,0,35,0
1,40,topic_retrieval_longchat,0,1945,2.4486,32,16,1,5242880,0,0,16,0
1,41,tpo,0,1980,1.5746,16,0,0,0,0,0,16,0
1,42,coursera,0,1964,1.558,16,0,0,0,0,0,16,0
1,43,financial_qa,0,1970,2.8516,16,0,0,0,0,0,38,0
1,44,legal_contract_qa,0,1964,3.0032,16,0,0,0,0,0,63,0
1,45,meeting_summ,0,1942,5.6124,16,0,0,0,0,0,71,0
1,46,multidoc_qa,0,1935,2.6874,16,0,0,0,0,0,16,0
1,47,narrative_qa,0,1932,1.5241,16,0,0,0,0,0,16,0
1,48,natural_question,0,1941,1.5591,16,0,0,0,0,0,16,0
1,49,paper_assistant,0,1934,4.4839,16,0,0,0,0,0,114,0
1,50,quality,0,2032,2.8823,16,0,0,0,0,0,16,0
1,51,review_summ,0,1942,4.2905,16,0,0,0,0,0,106,0
1,52,sci_fi,0,1956,3.566,16,0,0,0,0,0,16,0
1,53,scientific_qa,0,1935,1.5185,16,0,0,0,0,0,16,0
1,54,topic_retrieval_longchat,0,1945,2.284,32,16,1,5242880,0,0,16,0
1,55,tpo,0,2009,4.0003,16,0,0,0,0,0,16,0
1,56,coursera,0,2011,1.6211,16,0,0,0,0,0,16,0
1,57,financial_qa,0,1971,5.7202,16,0,0,0,0,0,77,0
1,58,legal_contract_qa,0,1961,1.6789,16,0,0,0,0,0,20,0
1,59,meeting_summ,0,1942,3.8642,16,0,0,0,0,0,92,0
1,60,multidoc_qa,0,1935,3.2538,16,0,0,0,0,0,30,0
1,61,narrative_qa,0,1937,1.5647,16,0,0,0,0,0,16,0
1,62,natural_question,0,1934,1.5271,16,0,0,0,0,0,16,0
1,63,paper_assistant,0,1934,4.5041,16,0,0,0,0,0,114,0
2,14,coursera,1,1984,7.1088,1920,1904,119,623902720,0,0,16,0
2,8,quality,1,1952,7.7722,1920,1904,119,623902720,0,0,16,0
2,3,meeting_summ,1,1937,6.0036,1920,1904,119,623902720,0,0,55,0
2,48,natural_question,1,1941,5.936,1920,1904,119,623902720,0,0,16,0
2,18,multidoc_qa,1,1952,6.0232,1920,1904,119,623902720,0,0,33,0
2,26,topic_retrieval_longchat,1,1945,1.067,1920,1904,119,623902720,0,0,16,0
2,41,tpo,1,1987,1.1361,1920,1904,119,623902720,0,0,16,0
2,63,paper_assistant,1,2032,0.6243,1920,0,0,0,0,0,16,0
2,56,coursera,1,2007,1.111,1920,1904,119,623902720,0,0,16,0
2,17,meeting_summ,1,1934,1.7478,1920,1904,119,623902720,0,0,39,0
2,0,coursera,1,1974,1.1346,1920,1904,119,623902720,0,0,16,0
2,16,legal_contract_qa,1,1981,2.6555,1936,1920,120,629145600,0,0,67,0
2,55,tpo,1,1989,1.15,1920,1904,119,623902720,0,0,16,0
2,51,review_summ,1,1948,2.954,1920,1904,119,623902720,0,0,78,0
2,11,scientific_qa,2,1944,1.0891,1920,1904,119,623902720,0,0,16,0
2,31,meeting_summ,1,1932,3.0987,1920,1904,119,623902720,0,0,83,0
2,27,tpo,1,1990,1.1219,1920,1904,119,623902720,0,0,16,0
2,59,meeting_summ,1,1942,2.3254,1920,1904,119,623902720,0,0,58,0
2,9,review_summ,1,1945,3.0314,1920,1904,119,623902720,0,0,82,0
2,13,tpo,1,2008,1.1211,1920,1904,119,623902720,0,0,16,0
2,50,quality,1,2032,1.1608,1920,1904,119,623902720,0,0,16,0
2,7,paper_assistant,1,2032,1.1498,1920,1904,119,623902720,0,0,16,0
2,58,legal_contract_qa,1,1976,2.4482,1936,1920,120,629145600,0,0,60,0
2,21,paper_assistant,1,2032,1.1839,1920,1904,119,623902720,0,0,16,0
2,61,narrative_qa,1,1938,1.0798,1920,1904,119,623902720,0,0,16,0
2,20,natural_question,1,1934,1.0595,1920,1904,119,623902720,0,0,16,0
2,15,financial_qa,1,1983,2.6,1936,1920,120,629145600,0,0,65,0
2,25,scientific_qa,1,1935,1.0663,1920,1904,119,623902720,0,0,16,0
2,43,financial_qa,1,1964,2.3972,1936,1920,120,629145600,0,0,59,0
2,32,multidoc_qa,1,1942,1.111,1920,1904,119,623902720,0,0,17,0
2,38,sci_fi,1,1964,1.0854,1920,1904,119,623902720,0,0,16,0
2,24,sci_fi,1,1969,1.0956,1920,1904,119,623902720,0,0,16,0
2,40,topic_retrieval_longchat,1,1945,1.066,1920,1904,119,623902720,0,0,16,0
2,2,legal_contract_qa,1,1976,1.9813,1936,1920,120,629145600,0,0,45,0
2,4,multidoc_qa,1,1953,2.0971,1920,1904,119,623902720,0,0,49,0
2,6,natural_question,1,1936,1.01,1920,1904,119,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.0892,1920,1904,119,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.1135,1920,1904,119,623902720,0,0,16,0
2,37,review_summ,1,1945,2.7384,1920,1904,119,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.2624,1920,1904,119,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.0798,1920,1888,118,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.0595,1920,1888,118,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.0738,1920,1904,119,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.5852,1920,1904,119,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.1656,1920,1904,119,623902720,0,0,16,0
2,29,financial_qa,1,1963,2.3101,1936,1920,120,629145600,0,0,57,0
2,30,legal_contract_qa,1,1976,2.3727,1936,1920,120,629145600,0,0,58,0
2,42,coursera,1,1997,1.1512,1920,1904,119,623902720,0,0,16,0
2,28,coursera,1,2002,1.1345,1920,1904,119,623902720,0,0,16,0
2,44,legal_contract_qa,1,1976,2.3435,1936,1920,120,629145600,0,0,58,0
2,62,natural_question,1,1936,1.0806,1920,1904,119,623902720,0,0,16,0
2,57,financial_qa,1,1960,3.2662,1936,1920,120,629145600,0,0,88,0
2,22,quality,1,2032,1.1787,1920,1904,119,623902720,0,0,16,0
2,34,natural_question,1,1937,1.0716,1920,1904,119,623902720,0,0,16,0
2,53,scientific_qa,1,1935,1.062,1920,1904,119,623902720,0,0,16,0
2,5,narrative_qa,1,1937,1.0777,1920,1904,119,623902720,0,0,16,0
2,36,quality,1,1997,1.1396,1920,1904,119,623902720,0,0,16,0
2,1,financial_qa,1,1966,3.1283,1936,1920,120,629145600,0,0,82,0
2,52,sci_fi,1,1962,1.0575,1920,1904,119,623902720,0,0,16,0
2,23,review_summ,1,1941,3.8319,1920,1904,119,623902720,0,0,107,0
2,47,narrative_qa,1,1940,1.0704,1920,1904,119,623902720,0,0,16,0
2,60,multidoc_qa,1,1934,1.7926,1920,1904,119,623902720,0,0,41,0
2,39,scientific_qa,1,1934,1.4633,1920,1904,119,623902720,0,0,30,0
2,35,paper_assistant,1,2032,1.1743,1920,1904,119,623902720,0,0,16,0
