round,doc,subtask,q,prompt_tokens,ttft_s,cached,matched,ssd_read_ios,ssd_read_b,write_ios,write_b,out_tokens,backlog
2,40,topic_retrieval_longchat,1,1945,0.8765,1920,1904,30,623902720,1,20971520,16,0
2,2,legal_contract_qa,1,1976,1.726,1920,1904,30,623902720,0,0,45,0
2,4,multidoc_qa,1,1953,1.7809,1920,1904,30,623902720,0,0,49,0
2,6,natural_question,1,1936,0.7403,1920,1904,30,623902720,0,0,16,0
2,33,narrative_qa,1,1941,1.1113,1920,1904,30,623902720,0,0,16,0
2,10,sci_fi,1,1966,1.2118,1920,1904,30,623902720,0,0,16,0
2,37,review_summ,1,1945,2.8131,1920,1904,30,623902720,0,0,72,0
2,46,multidoc_qa,1,1940,1.4073,1920,1904,30,623902720,0,0,22,0
2,12,topic_retrieval_longchat,1,1945,1.2947,1920,1888,30,618659840,0,0,16,0
2,54,topic_retrieval_longchat,1,1945,1.1312,1920,1888,30,618659840,0,0,16,0
2,19,narrative_qa,1,1939,1.2509,1920,1904,30,623902720,0,0,16,0
2,45,meeting_summ,1,1934,2.6489,1920,1904,30,623902720,0,0,67,0
2,49,paper_assistant,1,2032,1.2883,1920,1904,30,623902720,0,0,16,1
2,29,financial_qa,1,1963,2.0681,1920,1904,30,623902720,0,0,57,1
2,30,legal_contract_qa,1,1976,2.1288,1920,1904,30,623902720,0,0,58,1
2,42,coursera,1,1997,0.933,1920,1904,30,623902720,0,0,16,2
2,28,coursera,1,2002,0.9992,1920,1904,30,623902720,0,0,16,3
2,44,legal_contract_qa,1,1976,2.1054,1920,1904,30,623902720,0,0,58,3
2,62,natural_question,1,1936,0.7835,1920,1904,30,623902720,0,0,16,3
2,57,financial_qa,1,1960,3.0518,1920,1904,30,623902720,0,0,88,3
2,22,quality,1,2032,1.0992,1920,1904,30,623902720,1,20971520,16,3
2,34,natural_question,1,1937,0.8239,1920,1904,30,623902720,0,0,16,3
2,53,scientific_qa,1,1935,1.1286,1920,1904,30,623902720,0,0,16,3
2,5,narrative_qa,1,1937,1.2287,1920,1904,30,623902720,1,20971520,16,2
2,36,quality,1,1997,1.2644,1920,1904,30,623902720,1,20971520,16,2
2,1,financial_qa,1,1966,3.2137,1920,1904,30,623902720,0,0,82,2
2,52,sci_fi,1,1962,1.3094,1920,1904,30,623902720,0,0,16,2
2,23,review_summ,1,1941,3.9749,1920,1904,30,623902720,0,0,107,2
2,47,narrative_qa,1,1940,1.1662,1920,1904,30,623902720,0,0,16,2
2,60,multidoc_qa,1,1934,1.8719,1920,1904,30,623902720,1,20971520,41,1
2,39,scientific_qa,1,1934,1.494,1920,1904,30,623902720,0,0,30,1
2,35,paper_assistant,1,2032,0.8872,1920,1904,30,623902720,0,0,16,2
