Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
71058566,71069309,10743,0,10743,:weight_h2d L3 0MiB,3308395,3308395,2,0,72,46,:21:46:72,----:weight_h2d L3 0MiB
71076405,71086897,10492,0,10492,:weight_h2d L3 0MiB,3308395,3308395,2,0,73,46,:21:46:73,----:weight_h2d L3 0MiB
72056372,72083565,27193,0,27193,:weight_h2d L4 10MiB,3308395,3308395,2,0,76,46,:21:46:76,----:weight_h2d L4 10MiB
72093463,72106061,12598,0,12598,:weight_h2d L4 0MiB,3308395,3308395,2,0,77,46,:21:46:77,----:weight_h2d L4 0MiB
72113426,72126054,12628,0,12628,:weight_h2d L4 8MiB,3308395,3308395,2,0,78,46,:21:46:78,----:weight_h2d L4 8MiB
72133167,72144142,10975,0,10975,:weight_h2d L4 86MiB,3308395,3308395,2,0,79,46,:21:46:79,----:weight_h2d L4 86MiB
72151539,72162733,11194,0,11194,:weight_h2d L4 43MiB,3308395,3308395,2,0,80,46,:21:46:80,----:weight_h2d L4 43MiB
72168989,72180392,11403,0,11403,:weight_h2d L4 0MiB,3308395,3308395,2,0,81,46,:21:46:81,----:weight_h2d L4 0MiB
72187067,72197539,10472,0,10472,:weight_h2d L4 0MiB,3308395,3308395,2,0,82,46,:21:46:82,----:weight_h2d L4 0MiB
73214195,73243015,28820,0,28820,:weight_h2d L5 10MiB,3308395,3308395,2,0,85,46,:21:46:85,----:weight_h2d L5 10MiB
73253377,73267964,14587,0,14587,:weight_h2d L5 0MiB,3308395,3308395,2,0,86,46,:21:46:86,----:weight_h2d L5 0MiB
73276467,73293458,16991,0,16991,:weight_h2d L5 8MiB,3308395,3308395,2,0,87,46,:21:46:87,----:weight_h2d L5 8MiB
73302860,73316406,13546,0,13546,:weight_h2d L5 86MiB,3308395,3308395,2,0,88,46,:21:46:88,----:weight_h2d L5 86MiB
73323630,73335809,12179,0,12179,:weight_h2d L5 43MiB,3308395,3308395,2,0,89,46,:21:46:89,----:weight_h2d L5 43MiB
73344633,73356108,11475,0,11475,:weight_h2d L5 0MiB,3308395,3308395,2,0,90,46,:21:46:90,----:weight_h2d L5 0MiB
73363384,73375066,11682,0,11682,:weight_h2d L5 0MiB,3308395,3308395,2,0,91,46,:21:46:91,----:weight_h2d L5 0MiB
74379119,74404885,25766,0,25766,:weight_h2d L6 10MiB,3308395,3308395,2,0,94,46,:21:46:94,----:weight_h2d L6 10MiB
74413669,74426709,13040,0,13040,:weight_h2d L6 0MiB,3308395,3308395,2,0,95,46,:21:46:95,----:weight_h2d L6 0MiB
74435211,74446913,11702,0,11702,:weight_h2d L6 8MiB,3308395,3308395,2,0,96,46,:21:46:96,----:weight_h2d L6 8MiB
74453990,74465142,11152,0,11152,:weight_h2d L6 86MiB,3308395,3308395,2,0,97,46,:21:46:97,----:weight_h2d L6 86MiB
74471619,74482161,10542,0,10542,:weight_h2d L6 43MiB,3308395,3308395,2,0,98,46,:21:46:98,----:weight_h2d L6 43MiB
74489254,74499668,10414,0,10414,:weight_h2d L6 0MiB,3308395,3308395,2,0,99,46,:21:46:99,----:weight_h2d L6 0MiB
74506576,74517167,10591,0,10591,:weight_h2d L6 0MiB,3308395,3308395,2,0,100,46,:21:46:100,----:weight_h2d L6 0MiB
75491863,75517878,26015,0,26015,:weight_h2d L7 10MiB,3308395,3308395,2,0,103,46,:21:46:103,----:weight_h2d L7 10MiB
75526623,75539233,12610,0,12610,:weight_h2d L7 0MiB,3308395,3308395,2,0,104,46,:21:46:104,----:weight_h2d L7 0MiB
75546645,75558064,11419,0,11419,:weight_h2d L7 8MiB,3308395,3308395,2,0,105,46,:21:46:105,----:weight_h2d L7 8MiB
75565615,75576925,11310,0,11310,:weight_h2d L7 86MiB,3308395,3308395,2,0,106,46,:21:46:106,----:weight_h2d L7 86MiB
75583715,75594783,11068,0,11068,:weight_h2d L7 43MiB,3308395,3308395,2,0,107,46,:21:46:107,----:weight_h2d L7 43MiB
75603032,75613511,10479,0,10479,:weight_h2d L7 0MiB,3308395,3308395,2,0,108,46,:21:46:108,----:weight_h2d L7 0MiB
75620775,75631482,10707,0,10707,:weight_h2d L7 0MiB,3308395,3308395,2,0,109,46,:21:46:109,----:weight_h2d L7 0MiB
76601316,76626862,25546,0,25546,:weight_h2d L8 10MiB,3308395,3308395,2,0,112,46,:21:46:112,----:weight_h2d L8 10MiB
76635986,76648732,12746,0,12746,:weight_h2d L8 0MiB,3308395,3308395,2,0,113,46,:21:46:113,----:weight_h2d L8 0MiB
76656994,76668095,11101,0,11101,:weight_h2d L8 8MiB,3308395,3308395,2,0,114,46,:21:46:114,----:weight_h2d L8 8MiB
76675319,76686127,10808,0,10808,:weight_h2d L8 86MiB,3308395,3308395,2,0,115,46,:21:46:115,----:weight_h2d L8 86MiB
76693823,76705241,11418,0,11418,:weight_h2d L8 43MiB,3308395,3308395,2,0,116,46,:21:46:116,----:weight_h2d L8 43MiB
76715002,76729470,14468,0,14468,:weight_h2d L8 0MiB,3308395,3308395,2,0,117,46,:21:46:117,----:weight_h2d L8 0MiB
76736701,76747856,11155,0,11155,:weight_h2d L8 0MiB,3308395,3308395,2,0,118,46,:21:46:118,----:weight_h2d L8 0MiB
77745887,77775001,29114,0,29114,:weight_h2d L9 10MiB,3308395,3308395,2,0,121,46,:21:46:121,----:weight_h2d L9 10MiB
77787055,77802694,15639,0,15639,:weight_h2d L9 0MiB,3308395,3308395,2,0,122,46,:21:46:122,----:weight_h2d L9 0MiB
77810454,77823115,12661,0,12661,:weight_h2d L9 8MiB,3308395,3308395,2,0,123,46,:21:46:123,----:weight_h2d L9 8MiB
77832280,77844425,12145,0,12145,:weight_h2d L9 86MiB,3308395,3308395,2,0,124,46,:21:46:124,----:weight_h2d L9 86MiB
77851549,77863632,12083,0,12083,:weight_h2d L9 43MiB,3308395,3308395,2,0,125,46,:21:46:125,----:weight_h2d L9 43MiB
77871733,77887695,15962,0,15962,:weight_h2d L9 0MiB,3308395,3308395,2,0,126,46,:21:46:126,----:weight_h2d L9 0MiB
77895698,77907764,12066,0,12066,:weight_h2d L9 0MiB,3308395,3308395,2,0,127,46,:21:46:127,----:weight_h2d L9 0MiB
78908076,78944147,36071,0,36071,:weight_h2d L10 10MiB,3308395,3308395,2,0,130,46,:21:46:130,----:weight_h2d L10 10MiB
78954588,78966847,12259,0,12259,:weight_h2d L10 0MiB,3308395,3308395,2,0,131,46,:21:46:131,----:weight_h2d L10 0MiB
78973594,78984787,11193,0,11193,:weight_h2d L10 8MiB,3308395,3308395,2,0,132,46,:21:46:132,----:weight_h2d L10 8MiB
78993276,79003797,10521,0,10521,:weight_h2d L10 86MiB,3308395,3308395,2,0,133,46,:21:46:133,----:weight_h2d L10 86MiB
79010250,79020770,10520,0,10520,:weight_h2d L10 43MiB,3308395,3308395,2,0,134,46,:21:46:134,----:weight_h2d L10 43MiB
79027385,79038017,10632,0,10632,:weight_h2d L10 0MiB,3308395,3308395,2,0,135,46,:21:46:135,----:weight_h2d L10 0MiB
79044739,79054815,10076,0,10076,:weight_h2d L10 0MiB,3308395,3308395,2,0,136,46,:21:46:136,----:weight_h2d L10 0MiB
80002170,80026386,24216,0,24216,:weight_h2d L11 10MiB,3308395,3308395,2,0,139,46,:21:46:139,----:weight_h2d L11 10MiB
80035003,80046520,11517,0,11517,:weight_h2d L11 0MiB,3308395,3308395,2,0,140,46,:21:46:140,----:weight_h2d L11 0MiB
80071511,80082287,10776,0,10776,:weight_h2d L11 8MiB,3308395,3308395,2,0,141,46,:21:46:141,----:weight_h2d L11 8MiB
80089453,80099922,10469,0,10469,:weight_h2d L11 86MiB,3308395,3308395,2,0,142,46,:21:46:142,----:weight_h2d L11 86MiB
80106623,80117644,11021,0,11021,:weight_h2d L11 43MiB,3308395,3308395,2,0,143,46,:21:46:143,----:weight_h2d L11 43MiB
80124312,80135007,10695,0,10695,:weight_h2d L11 0MiB,3308395,3308395,2,0,144,46,:21:46:144,----:weight_h2d L11 0MiB
80142032,80153424,11392,0,11392,:weight_h2d L11 0MiB,3308395,3308395,2,0,145,46,:21:46:145,----:weight_h2d L11 0MiB
81159465,81186511,27046,0,27046,:weight_h2d L12 10MiB,3308395,3308395,2,0,148,46,:21:46:148,----:weight_h2d L12 10MiB
81196617,81211066,14449,0,14449,:weight_h2d L12 0MiB,3308395,3308395,2,0,149,46,:21:46:149,----:weight_h2d L12 0MiB
81220244,81238548,18304,0,18304,:weight_h2d L12 8MiB,3308395,3308395,2,0,150,46,:21:46:150,----:weight_h2d L12 8MiB
81247448,81260671,13223,0,13223,:weight_h2d L12 86MiB,3308395,3308395,2,0,151,46,:21:46:151,----:weight_h2d L12 86MiB
81268198,81280455,12257,0,12257,:weight_h2d L12 43MiB,3308395,3308395,2,0,152,46,:21:46:152,----:weight_h2d L12 43MiB
81288528,81300820,12292,0,12292,:weight_h2d L12 0MiB,3308395,3308395,2,0,153,46,:21:46:153,----:weight_h2d L12 0MiB
81308316,81320133,11817,0,11817,:weight_h2d L12 0MiB,3308395,3308395,2,0,154,46,:21:46:154,----:weight_h2d L12 0MiB
82363831,82387765,23934,0,23934,:weight_h2d L13 10MiB,3308395,3308395,2,0,157,46,:21:46:157,----:weight_h2d L13 10MiB
82396380,82408117,11737,0,11737,:weight_h2d L13 0MiB,3308395,3308395,2,0,158,46,:21:46:158,----:weight_h2d L13 0MiB
82415142,82425731,10589,0,10589,:weight_h2d L13 8MiB,3308395,3308395,2,0,159,46,:21:46:159,----:weight_h2d L13 8MiB
82432623,82442896,10273,0,10273,:weight_h2d L13 86MiB,3308395,3308395,2,0,160,46,:21:46:160,----:weight_h2d L13 86MiB
82449986,82460153,10167,0,10167,:weight_h2d L13 43MiB,3308395,3308395,2,0,161,46,:21:46:161,----:weight_h2d L13 43MiB
82466786,82477093,10307,0,10307,:weight_h2d L13 0MiB,3308395,3308395,2,0,162,46,:21:46:162,----:weight_h2d L13 0MiB
82483463,82494013,10550,0,10550,:weight_h2d L13 0MiB,3308395,3308395,2,0,163,46,:21:46:163,----:weight_h2d L13 0MiB
83457066,83482049,24983,0,24983,:weight_h2d L14 10MiB,3308395,3308395,2,0,166,46,:21:46:166,----:weight_h2d L14 10MiB
83490932,83503244,12312,0,12312,:weight_h2d L14 0MiB,3308395,3308395,2,0,167,46,:21:46:167,----:weight_h2d L14 0MiB
83511639,83523486,11847,0,11847,:weight_h2d L14 8MiB,3308395,3308395,2,0,168,46,:21:46:168,----:weight_h2d L14 8MiB
83530710,83541205,10495,0,10495,:weight_h2d L14 86MiB,3308395,3308395,2,0,169,46,:21:46:169,----:weight_h2d L14 86MiB
83550016,83561074,11058,0,11058,:weight_h2d L14 43MiB,3308395,3308395,2,0,170,46,:21:46:170,----:weight_h2d L14 43MiB
83567667,83578180,10513,0,10513,:weight_h2d L14 0MiB,3308395,3308395,2,0,171,46,:21:46:171,----:weight_h2d L14 0MiB
83585703,83596260,10557,0,10557,:weight_h2d L14 0MiB,3308395,3308395,2,0,172,46,:21:46:172,----:weight_h2d L14 0MiB
84575819,84600409,24590,0,24590,:weight_h2d L15 10MiB,3308395,3308395,2,0,175,46,:21:46:175,----:weight_h2d L15 10MiB
84609500,84621950,12450,0,12450,:weight_h2d L15 0MiB,3308395,3308395,2,0,176,46,:21:46:176,----:weight_h2d L15 0MiB
84629174,84640240,11066,0,11066,:weight_h2d L15 8MiB,3308395,3308395,2,0,177,46,:21:46:177,----:weight_h2d L15 8MiB
84647786,84659899,12113,0,12113,:weight_h2d L15 86MiB,3308395,3308395,2,0,178,46,:21:46:178,----:weight_h2d L15 86MiB
84666774,84677821,11047,0,11047,:weight_h2d L15 43MiB,3308395,3308395,2,0,179,46,:21:46:179,----:weight_h2d L15 43MiB
84684775,84701840,17065,0,17065,:weight_h2d L15 0MiB,3308395,3308395,2,0,180,46,:21:46:180,----:weight_h2d L15 0MiB
84710053,84721265,11212,0,11212,:weight_h2d L15 0MiB,3308395,3308395,2,0,181,46,:21:46:181,----:weight_h2d L15 0MiB
85759995,85786939,26944,0,26944,:weight_h2d L16 10MiB,3308395,3308395,2,0,184,46,:21:46:184,----:weight_h2d L16 10MiB
85797606,85810980,13374,0,13374,:weight_h2d L16 0MiB,3308395,3308395,2,0,185,46,:21:46:185,----:weight_h2d L16 0MiB
85819619,85831620,12001,0,12001,:weight_h2d L16 8MiB,3308395,3308395,2,0,186,46,:21:46:186,----:weight_h2d L16 8MiB
85839996,85852141,12145,0,12145,:weight_h2d L16 86MiB,3308395,3308395,2,0,187,46,:21:46:187,----:weight_h2d L16 86MiB
85859402,85871464,12062,0,12062,:weight_h2d L16 43MiB,3308395,3308395,2,0,188,46,:21:46:188,----:weight_h2d L16 43MiB
85878752,85890125,11373,0,11373,:weight_h2d L16 0MiB,3308395,3308395,2,0,189,46,:21:46:189,----:weight_h2d L16 0MiB
85898034,85909273,11239,0,11239,:weight_h2d L16 0MiB,3308395,3308395,2,0,190,46,:21:46:190,----:weight_h2d L16 0MiB
86912269,86936772,24503,0,24503,:weight_h2d L17 0MiB,3308395,3308395,2,0,193,46,:21:46:193,----:weight_h2d L17 0MiB
86948210,86960715,12505,0,12505,:weight_h2d L17 0MiB,3308395,3308395,2,0,194,46,:21:46:194,----:weight_h2d L17 0MiB
86967939,86979195,11256,0,11256,:weight_h2d L17 0MiB,3308395,3308395,2,0,195,46,:21:46:195,----:weight_h2d L17 0MiB
296634543,320573043,23938500,23865267,73233,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 10MiB,3308395,3315122,0,1,197,,:197,:weight_ssd_read layer017/self_attn.qkv_proj.weight.bin 10MiB
296686957,320552224,23865267,2536366,21328901,:cuFileRead,3308395,3315122,1,1,200,197,:197:200,--:cuFileRead
296751088,303262877,6511789,6445626,66163,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 8MiB,3308395,3315123,0,1,201,,:201,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 8MiB
296761000,299297366,2536366,0,2536366,:cuFileHandleNVFS,3308395,3315122,2,0,204,200,:197:200:204,----:cuFileHandleNVFS
296794521,303240147,6445626,6379341,66285,:cuFileRead,3308395,3315123,1,1,207,201,:201:207,--:cuFileRead
296854228,303233569,6379341,0,6379341,:cuFileHandleNVFS,3308395,3315123,2,0,210,207,:201:207:210,----:cuFileHandleNVFS
296880801,320451205,23570404,0,23570404,:cuFileHandleNVFS,3308395,3313173,0,0,213,,:213,:cuFileHandleNVFS
296928081,357467448,60539367,60473870,65497,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 86MiB,3308395,3315124,0,1,214,,:214,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 86MiB
296969150,357443020,60473870,60392925,80945,:cuFileRead,3308395,3315124,1,1,217,214,:214:217,--:cuFileRead
297042137,357435062,60392925,0,60392925,:cuFileHandleNVFS,3308395,3315124,2,0,221,217,:214:217:221,----:cuFileHandleNVFS
297047703,354516116,57468413,0,57468413,:cuFileHandleNVFS,3308395,3313172,0,0,225,,:225,:cuFileHandleNVFS
297050790,355834276,58783486,0,58783486,:cuFileHandleNVFS,3308395,3313174,0,0,228,,:228,:cuFileHandleNVFS
297051015,352612912,55561897,0,55561897,:cuFileHandleNVFS,3308395,3313171,0,0,229,,:229,:cuFileHandleNVFS
297082153,363737775,66655622,66599976,55646,:weight_ssd_read layer017/mlp.down_proj.weight.bin 43MiB,3308395,3315125,0,1,230,,:230,:weight_ssd_read layer017/mlp.down_proj.weight.bin 43MiB
297114399,363714375,66599976,28920440,37679536,:cuFileRead,3308395,3315125,1,1,233,230,:230:233,--:cuFileRead
297177217,326097657,28920440,0,28920440,:cuFileHandleNVFS,3308395,3315125,2,0,236,233,:230:233:236,----:cuFileHandleNVFS
320471566,351029261,30557695,0,30557695,:cuFileHandleNVFS,3308395,3313173,0,0,239,,:239,:cuFileHandleNVFS
351044193,360507203,9463010,0,9463010,:cuFileHandleNVFS,3308395,3313173,0,0,242,,:242,:cuFileHandleNVFS
352621716,363599552,10977836,0,10977836,:cuFileHandleNVFS,3308395,3313171,0,0,245,,:245,:cuFileHandleNVFS
367535336,367638845,103509,0,103509,:weight_h2d L18 0MiB,3308395,3308395,2,0,248,46,:21:46:248,----:weight_h2d L18 0MiB
367677882,367726185,48303,0,48303,:weight_h2d L18 0MiB,3308395,3308395,2,0,249,46,:21:46:249,----:weight_h2d L18 0MiB
367748440,367784251,35811,0,35811,:weight_h2d L18 0MiB,3308395,3308395,2,0,250,46,:21:46:250,----:weight_h2d L18 0MiB
368261996,407797452,39535456,39471031,64425,:weight_ssd_read layer018/self_attn.qkv_proj.weight.bin 10MiB,3308395,3315123,0,1,252,,:252,:weight_ssd_read layer018/self_attn.qkv_proj.weight.bin 10MiB
368293554,407764585,39471031,962956,38508075,:cuFileRead,3308395,3315123,1,1,255,252,:252:255,--:cuFileRead
368328416,369291372,962956,0,962956,:cuFileHandleNVFS,3308395,3315123,2,0,258,255,:252:255:258,----:cuFileHandleNVFS
368367065,375486697,7119632,7052884,66748,:weight_ssd_read layer018/self_attn.o_proj.weight.bin 8MiB,3308395,3315122,0,1,259,,:259,:weight_ssd_read layer018/self_attn.o_proj.weight.bin 8MiB
368400078,375452962,7052884,7020841,32043,:cuFileRead,3308395,3315122,1,1,262,259,:259:262,--:cuFileRead
368425813,375446654,7020841,0,7020841,:cuFileHandleNVFS,3308395,3315122,2,0,265,262,:259:262:265,----:cuFileHandleNVFS
368443427,407722263,39278836,0,39278836,:cuFileHandleNVFS,3308395,3313172,0,0,268,,:268,:cuFileHandleNVFS
368466120,443254198,74788078,74721891,66187,:weight_ssd_read layer018/mlp.gate_up_proj.weight.bin 86MiB,3308395,3315124,0,1,269,,:269,:weight_ssd_read layer018/mlp.gate_up_proj.weight.bin 86MiB
368498324,443220215,74721891,73005716,1716175,:cuFileRead,3308395,3315124,1,1,272,269,:269:272,--:cuFileRead
368545168,441550884,73005716,0,73005716,:cuFileHandleNVFS,3308395,3315124,2,0,275,272,:269:272:275,----:cuFileHandleNVFS
368562546,439832467,71269921,0,71269921,:cuFileHandleNVFS,3308395,3313174,0,0,278,,:278,:cuFileHandleNVFS
368573132,449169393,80596261,80535388,60873,:weight_ssd_read layer018/mlp.down_proj.weight.bin 43MiB,3308395,3315125,0,1,279,,:279,:weight_ssd_read layer018/mlp.down_proj.weight.bin 43MiB
368575215,438506574,69931359,0,69931359,:cuFileHandleNVFS,3308395,3313171,0,0,282,,:282,:cuFileHandleNVFS
368605693,449141081,80535388,39986284,40549104,:cuFileRead,3308395,3315125,1,1,285,279,:279:285,--:cuFileRead
368626557,443096869,74470312,0,74470312,:cuFileHandleNVFS,3308395,3313173,0,0,288,,:288,:cuFileHandleNVFS
368637854,408624138,39986284,0,39986284,:cuFileHandleNVFS,3308395,3315125,2,0,291,285,:279:285:291,----:cuFileHandleNVFS
407740446,436943256,29202810,0,29202810,:cuFileHandleNVFS,3308395,3313172,0,0,294,,:294,:cuFileHandleNVFS
436969157,446034692,9065535,0,9065535,:cuFileHandleNVFS,3308395,3313172,0,0,297,,:297,:cuFileHandleNVFS
438520312,449095427,10575115,0,10575115,:cuFileHandleNVFS,3308395,3313171,0,0,300,,:300,:cuFileHandleNVFS
453176636,453284074,107438,0,107438,:weight_h2d L19 0MiB,3308395,3308395,2,0,303,46,:21:46:303,----:weight_h2d L19 0MiB
453318223,453367247,49024,0,49024,:weight_h2d L19 0MiB,3308395,3308395,2,0,304,46,:21:46:304,----:weight_h2d L19 0MiB
453389839,453425371,35532,0,35532,:weight_h2d L19 0MiB,3308395,3308395,2,0,305,46,:21:46:305,----:weight_h2d L19 0MiB
453910781,479125424,25214643,25144160,70483,:weight_ssd_read layer019/self_attn.qkv_proj.weight.bin 10MiB,3308395,3315122,0,1,307,,:307,:weight_ssd_read layer019/self_attn.qkv_proj.weight.bin 10MiB
453953238,479097398,25144160,1214128,23930032,:cuFileRead,3308395,3315122,1,1,310,307,:307:310,--:cuFileRead
453997922,455212050,1214128,0,1214128,:cuFileHandleNVFS,3308395,3315122,2,0,313,310,:307:310:313,----:cuFileHandleNVFS
454029065,478925549,24896484,0,24896484,:cuFileHandleNVFS,3308395,3313174,0,0,316,,:316,:cuFileHandleNVFS
454057850,461945147,7887297,7811414,75883,:weight_ssd_read layer019/self_attn.o_proj.weight.bin 8MiB,3308395,3315123,0,1,317,,:317,:weight_ssd_read layer019/self_attn.o_proj.weight.bin 8MiB
454106432,461917846,7811414,7770360,41054,:cuFileRead,3308395,3315123,1,1,320,317,:317:320,--:cuFileRead
454140133,461910493,7770360,0,7770360,:cuFileHandleNVFS,3308395,3315123,2,0,323,320,:317:320:323,----:cuFileHandleNVFS
454171927,522063636,67891709,67804358,87351,:weight_ssd_read layer019/mlp.gate_up_proj.weight.bin 86MiB,3308395,3315124,0,1,324,,:324,:weight_ssd_read layer019/mlp.gate_up_proj.weight.bin 86MiB
454219396,522023754,67804358,62696446,5107912,:cuFileRead,3308395,3315124,1,1,327,324,:324:327,--:cuFileRead
454277689,528111372,73833683,73762550,71133,:weight_ssd_read layer019/mlp.down_proj.weight.bin 43MiB,3308395,3315125,0,1,330,,:330,:weight_ssd_read layer019/mlp.down_proj.weight.bin 43MiB
454278531,516974977,62696446,0,62696446,:cuFileHandleNVFS,3308395,3315124,2,0,331,327,:324:327:331,----:cuFileHandleNVFS
454297932,518744933,64447001,0,64447001,:cuFileHandleNVFS,3308395,3313172,0,0,334,,:334,:cuFileHandleNVFS
454315185,520382658,66067473,0,66067473,:cuFileHandleNVFS,3308395,3313171,0,0,338,,:338,:cuFileHandleNVFS
454318374,528080924,73762550,36483200,37279350,:cuFileRead,3308395,3315125,1,1,340,330,:330:340,--:cuFileRead
454365025,490848225,36483200,0,36483200,:cuFileHandleNVFS,3308395,3315125,2,0,343,340,:330:340:343,----:cuFileHandleNVFS
454380932,521970973,67590041,0,67590041,:cuFileHandleNVFS,3308395,3313173,0,0,346,,:346,:cuFileHandleNVFS
478940238,515469346,36529108,0,36529108,:cuFileHandleNVFS,3308395,3313174,0,0,349,,:349,:cuFileHandleNVFS
515488339,524819718,9331379,0,9331379,:cuFileHandleNVFS,3308395,3313174,0,0,352,,:352,:cuFileHandleNVFS
518765856,527957674,9191818,0,9191818,:cuFileHandleNVFS,3308395,3313172,0,0,355,,:355,:cuFileHandleNVFS
532503767,532625406,121639,0,121639,:weight_h2d L20 0MiB,3308395,3308395,2,0,358,46,:21:46:358,----:weight_h2d L20 0MiB
532660008,532706824,46816,0,46816,:weight_h2d L20 0MiB,3308395,3308395,2,0,359,46,:21:46:359,----:weight_h2d L20 0MiB
532729933,532768250,38317,0,38317,:weight_h2d L20 0MiB,3308395,3308395,2,0,360,46,:21:46:360,----:weight_h2d L20 0MiB
533350209,552777158,19426949,19343560,83389,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 10MiB,3308395,3315123,0,1,362,,:362,:weight_ssd_read layer020/self_attn.qkv_proj.weight.bin 10MiB
533400727,552744287,19343560,1031839,18311721,:cuFileRead,3308395,3315123,1,1,365,362,:362:365,--:cuFileRead
533447106,534478945,1031839,0,1031839,:cuFileHandleNVFS,3308395,3315123,2,0,368,365,:362:365:368,----:cuFileHandleNVFS
533519312,539685360,6166048,6095065,70983,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 8MiB,3308395,3315122,0,1,369,,:369,:weight_ssd_read layer020/self_attn.o_proj.weight.bin 8MiB
533559601,552593241,19033640,0,19033640,:cuFileHandleNVFS,3308395,3313171,0,0,372,,:372,:cuFileHandleNVFS
533571004,539666069,6095065,6053813,41252,:cuFileRead,3308395,3315122,1,1,375,369,:369:375,--:cuFileRead
533605804,539659617,6053813,0,6053813,:cuFileHandleNVFS,3308395,3315122,2,0,378,375,:369:375:378,----:cuFileHandleNVFS
533666151,596034212,62368061,62245354,122707,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 86MiB,3308395,3315124,0,1,379,,:379,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 86MiB
533746533,595991887,62245354,58911135,3334219,:cuFileRead,3308395,3315124,1,1,382,379,:379:382,--:cuFileRead
533805383,592716518,58911135,0,58911135,:cuFileHandleNVFS,3308395,3315124,2,0,385,382,:379:382:385,----:cuFileHandleNVFS
533823151,591045611,57222460,0,57222460,:cuFileHandleNVFS,3308395,3313174,0,0,388,,:388,:cuFileHandleNVFS
533853751,602209597,68355846,68274102,81744,:weight_ssd_read layer020/mlp.down_proj.weight.bin 43MiB,3308395,3315125,0,1,389,,:389,:weight_ssd_read layer020/mlp.down_proj.weight.bin 43MiB
