k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
40,26,near_reuse,0,1.0877,0,0,0,16
41,8,near_reuse,1,1.0823,0,0,0,16
42,5,repeated,0,1.0688,0,0,12,16
43,25,repeated,0,1.0628,0,0,2,16
44,53,far_reuse,0,1.0623,0,0,0,16
45,27,one_shot,0,1.1134,0,0,0,16
46,14,near_reuse,1,1.1144,0,0,0,16
47,58,repeated,0,1.1064,0,0,13,16
48,31,repeated,2,1.5098,688,11,1,704
49,23,repeated,0,1.0831,0,0,12,16
50,2,near_reuse,1,1.1139,0,0,2,16
51,38,far_reuse,0,1.101,0,0,11,16
52,26,near_reuse,1,1.0834,0,0,0,16
53,20,repeated,0,1.0908,0,0,12,16
54,28,far_reuse,0,1.1109,0,0,2,16
55,41,repeated,0,1.1122,0,0,0,16
56,11,one_shot,0,1.0625,0,0,0,16
57,16,one_shot,0,1.0983,0,0,0,16
58,34,repeated,1,1.0836,0,0,0,16
59,30,repeated,2,1.3193,688,11,14,704
60,10,near_reuse,0,1.0984,0,0,3,16
61,59,near_reuse,0,1.0825,0,0,0,16
62,0,far_reuse,1,1.1125,0,0,0,16
63,13,far_reuse,0,1.1343,0,0,14,16
64,39,far_reuse,1,1.0612,0,0,0,16
65,50,one_shot,0,1.1644,0,0,13,16
66,20,repeated,1,1.0621,0,0,1,16
67,49,far_reuse,0,1.0675,0,0,12,16
68,54,near_reuse,0,1.0834,0,0,0,16
69,46,near_reuse,0,1.0634,0,0,0,16
70,5,repeated,1,1.0842,0,0,0,16
71,40,near_reuse,0,1.0905,0,0,13,32
72,25,repeated,1,1.0709,0,0,1,16
73,10,near_reuse,1,1.111,0,0,12,16
74,17,repeated,0,1.0908,0,0,2,16
75,52,far_reuse,1,1.1068,0,0,0,16
76,59,near_reuse,1,1.0981,0,0,12,16
77,18,far_reuse,0,1.0717,0,0,2,16
78,62,far_reuse,1,1.0711,0,0,0,16
79,7,far_reuse,0,1.0789,0,0,14,16
80,41,repeated,1,1.1371,0,0,0,16
81,51,near_reuse,0,1.0962,0,0,12,16
82,34,repeated,2,1.5847,880,14,0,896
83,22,repeated,2,1.1641,0,0,13,16
84,33,far_reuse,1,1.0914,0,0,1,16
85,36,near_reuse,0,1.1551,0,0,13,16
86,9,repeated,1,1.0925,0,0,0,16
87,54,near_reuse,1,1.0979,0,0,13,16
88,12,one_shot,0,1.0842,0,0,1,32
89,46,near_reuse,1,1.0903,0,0,0,16
90,56,one_shot,0,1.157,0,0,14,16
91,40,near_reuse,1,1.084,0,0,0,32
92,57,one_shot,0,1.1243,0,0,12,16
93,9,repeated,2,0.0665,0,0,0,1920
94,1,far_reuse,0,1.1052,0,0,12,16
95,58,repeated,1,1.1194,0,0,2,16
96,44,repeated,0,1.1102,0,0,12,16
97,32,far_reuse,0,1.0906,0,0,0,16
98,51,near_reuse,1,1.09,0,0,0,16
99,47,near_reuse,0,1.0781,0,0,14,16
100,23,repeated,1,1.089,0,0,0,16
101,63,repeated,2,1.4506,880,14,14,896
102,36,near_reuse,1,1.1352,0,0,5,16
103,61,one_shot,0,1.0977,0,0,9,16
104,32,far_reuse,1,0.0664,0,0,0,1920
105,24,far_reuse,1,1.1272,0,0,14,16
106,44,repeated,2,0.0802,0,0,0,1936
107,35,far_reuse,1,1.1694,0,0,12,16
108,1,far_reuse,1,1.1042,0,0,2,16
109,25,repeated,2,2.0045,752,12,12,768
110,5,repeated,2,1.3217,880,14,6,896
111,55,repeated,2,1.205,880,14,11,896
112,7,far_reuse,1,1.1633,0,0,6,16
113,47,near_reuse,1,1.0944,0,0,8,16
114,58,repeated,2,1.8001,752,12,9,768
115,43,repeated,2,1.0657,880,14,9,896
116,18,far_reuse,1,1.0861,0,0,7,16
117,17,repeated,2,1.0682,0,0,7,16
118,17,repeated,1,0.1046,0,0,7,1920
119,53,far_reuse,1,1.0666,0,0,0,16
120,44,repeated,1,2.1249,752,12,14,768
121,23,repeated,2,2.3259,880,14,4,896
122,20,repeated,2,2.5547,752,12,12,768
123,49,far_reuse,1,1.1613,0,0,4,16
124,13,far_reuse,1,1.1534,0,0,10,16
125,38,far_reuse,1,1.1038,0,0,4,16
126,41,repeated,2,2.2139,752,12,10,768
127,28,far_reuse,1,1.1453,0,0,13,16
