rid,round,doc,subtask,q,prompt_tokens,submit_rel_s,ttft_s,e2e_s,out_tokens,cached,backlog
r107,2,45,meeting_summ,1,1934,336.982,0.728,3.7172,67,1920,0
r109,2,29,financial_qa,1,1963,338.594,0.7258,2.8921,57,1920,0
r111,2,42,coursera,1,1997,345.034,1.0975,1.9772,16,1920,0
r112,2,28,coursera,1,2002,345.417,1.289,2.0618,16,1920,0
r110,2,30,legal_contract_qa,1,1976,344.801,0.8797,3.3463,58,1920,0
r114,2,62,natural_question,1,1936,349.33,0.521,1.3442,16,1920,0
r116,2,22,quality,1,2032,350.307,0.6167,1.5485,16,1920,0
r113,2,44,legal_contract_qa,1,1976,348.7,0.8883,4.383,58,1920,0
r117,2,34,natural_question,1,1937,351.95,0.7404,1.8285,16,1920,0
r118,2,53,scientific_qa,1,1935,352.092,0.6845,1.7368,16,1920,0
r119,2,5,narrative_qa,1,1937,353.208,0.6881,1.3869,16,1920,0
r115,2,57,financial_qa,1,1960,349.802,0.503,5.3155,88,1920,0
r120,2,36,quality,1,1997,356.802,0.7264,1.5479,16,1920,0
r122,2,52,sci_fi,1,1962,357.082,1.1461,1.87,16,1920,0
r121,2,1,financial_qa,1,1966,356.975,0.6934,3.7135,82,1920,0
r123,2,23,review_summ,1,1941,360.203,0.6183,4.078,107,1920,0
r124,2,47,narrative_qa,1,1940,363.699,0.4877,0.9682,16,1920,0
r125,2,60,multidoc_qa,1,1934,364.986,0.7402,2.3123,41,1920,0
r127,2,35,paper_assistant,1,2032,366.376,1.0974,1.8031,16,1920,0
r126,2,39,scientific_qa,1,1934,366.346,0.8877,2.1313,30,1920,0
